match_date,home_team,away_team,league_name,season_info,bookmaker,odd_type,odd_value,match_url
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Over +2.5,2.08,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Under +2.5,1.83,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,888sport,Over +2.5,2.02,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,888sport,Under +2.5,1.80,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,bwin,Over +2.5,1.90,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,bwin,Under +2.5,1.80,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Over +2.5,2.01,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Under +2.5,1.87,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Over +3,2.84,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Under +3,1.45,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Over +3,2.88,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Under +3,1.44,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Over +3.5,3.67,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,1xBet,Under +3.5,1.30,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,888sport,Over +3.5,3.65,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,888sport,Under +3.5,1.28,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,bwin,Over +3.5,3.20,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,bwin,Under +3.5,1.30,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Over +3.5,3.69,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,AIK,Falkenberg,Allsvenskan,2020-2021,Pinnacle,Under +3.5,1.30,https://www.oddsportal.com/football/sweden/allsvenskan-2020/aik-falkenberg-f5M9jvxg/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Over +2.5,2.08,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Under +2.5,1.83,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,888sport,Over +2.5,1.90,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,888sport,Under +2.5,1.90,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,bwin,Over +2.5,1.83,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,bwin,Under +2.5,1.87,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Over +2.5,1.94,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Under +2.5,1.94,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Over +3,2.66,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Under +3,1.50,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
